Title;Year;Decade;Country;Genre;runtimeMinutes;IMDB;Score;averageRating;numVotes;directors;primaryName
True Romance;1993;1990s;USA;Crime;119;tt0108399;7.5;7.9;209931;nm0001716;Tony Scott
Ju Dou, Secret Love Hidden Faces;1990;1990s;China;Drama;95;tt0099902;8.25;7.7;7725;nm0955443;Yimou Zhang
Thief;1981;1980s;USA;Crime;123;tt0083190;7;7.4;26751;nm0000520;Michael Mann
Raise the Red Lantern;1991;1990s;China;Drama;125;tt0101640;8.25;8.1;30183;nm0955443;Yimou Zhang
Primal Fear;1996;1990s;USA;Crime;129;tt0117381;8;7.7;193809;nm0387706;Gregory Hoblit
Huo Zhe, To Live;1994;1990s;China;Drama;133;tt0110081;9.25;8.3;16434;nm0955443;Yimou Zhang
Story of Qiu Ju;1992;1990s;China;Drama;100;tt0105197;7.5;7.6;5545;nm0955443;Yimou Zhang
Starred Up;2013;2010s;UK;Crime;106;tt2567712;8.25;7.4;44004;nm0533284;David Mackenzie
Farewell my Concubine;1993;1990s;China;Historical;171;tt0106332;9;8.1;25718;nm0155280;Kaige Chen
Brat 2;2000;2000s;Russia;Crime;122;tt0238883;7.5;7.8;12964;nm0049326;Aleksey Balabanov
Fantastic Mr. Fox;2009;2000s;USA;Comedy;87;tt0432283;7.5;7.9;206161;nm0027572;Wes Anderson
Festen, The Celebration;1998;1990s;Denmark;Drama;105;tt0154420;8.25;8.1;80132;nm0899121;Thomas Vinterberg
Cronos;1993;1990s;Mexico;Horror;94;tt0104029;7;6.7;27679;nm0868219;Guillermo del Toro
Husbands and Wives;1992;1990s;USA;Drama;108;tt0104466;8;7.5;27920;nm0000095;Woody Allen
Orphan;2009;2000s;USA;Horror;123;tt1148204;7;7;195576;nm1429471;Jaume Collet-Serra
Music Box;1989;1980s;USA;Drama;124;tt0100211;7.75;7.4;7126;nm0002020;Costa-Gavras
Amen.;2002;2000s;France;Drama;132;tt0280653;8;7.2;13623;nm0002020;Costa-Gavras
All or Nothing;2002;2000s;UK;Drama;138;tt0286261;7.75;7.5;10127;nm0005139;Mike Leigh
Life is Sweet;1990;1990s;UK;Drama;103;tt0100024;7;7.5;9418;nm0005139;Mike Leigh
Submarino;2010;2010s;Denmark;Drama;105;tt1322385;8.25;7.5;9794;nm0899121;Thomas Vinterberg
A Man called Ove;2015;2010s;Sweden;Comedy;116;tt4080728;8.25;7.7;49231;nm0391502;Hannes Holm
Carlito's Way;1993;1990s;USA;Crime;144;tt0106519;8.25;7.9;204719;nm0000361;Brian De Palma
Devils on the Door Step;2000;2000s;China;War;139;tt0245929;9.5;8.2;7005;nm0422638;Wen Jiang
Revanche;2008;2000s;Germany;Crime;121;tt1173745;7.75;7.5;14033;nm0818608;Götz Spielmann
2010;1984;1980s;USA;SciFi;116;tt0086837;7.25;6.8;50327;nm0001382;Peter Hyams
Like Father, Like Son;2013;2010s;Japan;Drama;121;tt2331143;8.25;7.8;22702;nm0466153;Hirokazu Koreeda
Europa Europa;1990;1990s;Germany;War;112;tt0099776;7.25;7.6;15349;nm0002140;Agnieszka Holland
Loveless;2017;2010s;Russia;Drama;127;tt6304162;7.75;7.6;30865;nm1168657;Andrey Zvyagintsev
Los Abrazos Rotos;2009;2000s;Spain;Drama;127;tt0913425;7;7.2;39089;nm0000264;Pedro Almodóvar
Aniara;2018;2010s;Sweden;SciFi;106;tt7589524;7.25;6.2;7260;nm2445423;Pella Kagerman
Shogun's Shadow;1989;1980s;Japan;Samurai;114;tt0098322;7.75;7.1;495;nm0299175;Yasuo Furuhata
Nobody Knows;2004;2000s;Japan;Drama;141;tt0408664;8.5;8.1;25644;nm0466153;Hirokazu Koreeda
Runaway Train;1985;1980s;USA;Thriller;115;tt0089941;8.25;7.2;27459;nm0464846;Andrey Konchalovskiy
Carne Tremula;1997;1990s;Spain;Drama;103;tt0118819;7;7.4;29053;nm0000264;Pedro Almodóvar
The Wind Rises;2013;2010s;Japan;Drama;126;tt2013293;7.25;7.8;76684;nm0594503;Hayao Miyazaki
The Iron Giant;1999;1990s;USA;Action;86;tt0129167;7.5;8;176349;nm0083348;Brad Bird
The Brotherhood of War;2004;2000s;South Korea;War;148;tt0386064;8.5;8;38236;nm0437625;Je-kyu Kang
El Secreto de sus Ojos;2009;2000s;Argentina;Thriller;129;tt1305806;9.25;8.2;197671;nm0002728;Juan José Campanella
Ford v Ferrari;2019;2010s;USA;Action;152;tt1950186;7.5;8.1;318428;nm0003506;James Mangold
Seul contre Tous;1998;1990s;France;Drama;93;tt0157016;7.5;7.4;21635;nm0637615;Gaspar Noé
Ordinary People;1980;1980s;USA;Drama;124;tt0081283;7.75;7.7;48299;nm0000602;Robert Redford
Relatos Salvajes;2014;2010s;Argentina;Comedy;122;tt3011894;8;8.1;182986;nm1167933;Damián Szifron
La Historia Oficial;1985;1980s;Argentina;Historical;112;tt0089276;8.25;7.7;8721;nm0699933;Luis Puenzo
Into the Wild;2007;2000s;USA;Drama;148;tt0758758;8;8.1;586130;nm0000576;Sean Penn
Au Revoir les Enfants;1987;1980s;France;Drama;104;tt0092593;8;8;31939;nm0001501;Louis Malle
Not One Less;1999;1990s;China;Drama;106;tt0209189;8;7.7;8375;nm0955443;Yimou Zhang
Shoplifters;2018;2010s;Japan;Drama;121;tt8075192;8;7.9;67157;nm0466153;Hirokazu Koreeda
Bang Boom Bang;1999;1990s;Germany;Comedy;110;tt0135790;7.75;7.6;9781;nm0861826;Peter Thorwarth
Still Walking;2008;2000s;Japan;Drama;115;tt1087578;8;7.9;14497;nm0466153;Hirokazu Koreeda
When the Wind Blows;1986;1980s;UK;Drama;94;tt0090315;7;7.7;10144;nm0613471;Jimmy T. Murakami
A Separation;2011;2010s;Iran;Drama;123;tt1832382;9;8.3;226501;nm1410815;Asghar Farhadi
Savior;1998;1990s;USA;War;103;tt0120070;7.75;7.3;10506;nm0031342;Predrag Antonijevic
A Moment to Remember;2004;2000s;South Korea;Drama;144;tt0428870;8;8.2;22531;nm0497565;John H. Lee
O Auto da Compadecida;2000;2000s;Brazil;Comedy;160;tt0271383;8;8.6;12609;nm0037136;Guel Arraes
Dark Eyes;1987;1980s;Italy;Drama;118;tt0093664;7;7.4;3026;nm0586482;Nikita Mikhalkov
No Man's Land;2001;2000s;Bosnia and Herzegovina;War;98;tt0283509;8.25;7.9;45387;nm0849786;Danis Tanovic
Children of Heaven;1997;1990s;Iran;Drama;89;tt0118849;7.75;8.3;69092;nm0006498;Majid Majidi
In the Heat of the Sun;1994;1990s;China;Drama;134;tt0111786;7.25;8.1;4054;nm0422638;Wen Jiang
Whiplash;2014;2010s;USA;Drama;106;tt2582802;7.75;8.5;746536;nm3227090;Damien Chazelle
The Tale of Princess Kaguya;2013;2010s;Japan;Fantasy;137;tt2576852;7.75;8;41073;nm0847223;Isao Takahata
Milk;2008;2000s;USA;Politics;128;tt1013753;8;7.5;167249;nm0001814;Gus Van Sant
Roadgames;1981;1980s;Australia;Thriller;101;tt0083000;7.25;6.6;5715;nm0002207;Richard Franklin
Elephant;2003;2000s;USA;Crime;81;tt0363589;7.5;7.2;87562;nm0001814;Gus Van Sant
A Silent Voice;2016;2010s;Japan;Drama;130;tt5323662;7.5;8.2;57694;nm2210720;Naoko Yamada
I, Daniel Blake;2016;2010s;UK;Drama;100;tt5168192;9;7.9;56012;nm0516360;Ken Loach
Unknown Soldier;2007;2000s;Finland;War;180;tt4065552;7.25;7.8;10044;nm0521803;Aku Louhimies
Bound;1996;1990s;USA;Crime;109;tt0115736;7.75;7.3;51893;nm0905152.nm0905154;Wachowski Brothers
Lucky Number Slevin;2006;2000s;USA;Crime;110;tt0425210;7.75;7.7;303267;nm0006476;Paul McGuigan
Threads;1984;1980s;UK;Dystopia;112;tt0090163;8.25;8;12803;nm0413875;Mick Jackson
The Boondock Saints;1999;1990s;USA;Crime;108;tt0144117;7.25;7.8;230374;nm0240627;Troy Duffy
Adaptation.;2002;2000s;USA;Drama;115;tt0268126;7;7.7;182456;nm0005069;Spike Jonze
A Bronx Tale;1993;1990s;USA;Drama;121;tt0106489;7.5;7.8;131730;nm0000134;Robert De Niro
Knockin' on Heaven's Door;1997;1990s;Germany;Crime;87;tt0119472;7;7.9;28390;nm0415714;Thomas Jahn
End Of Watch;2012;2010s;USA;Crime;109;tt1855199;8.5;7.6;232753;nm0043742;David Ayer
Dead Man's Shoes;2004;2000s;UK;Thriller;90;tt0419677;8.25;7.6;50753;nm0276349;Shane Meadows
Boyz n the Hood;1991;1990s;USA;Drama;112;tt0101507;7.75;7.8;130328;nm0005436;John Singleton
What We Do in the Shadows;2014;2010s;New Zealand;Comedy;86;tt3416742;8;7.7;163763;nm0169806;Taika Waititi
La Migliore Offerta;2013;2010s;Italy;Drama;131;tt1924396;7.25;7.8;111797;nm0868153;Giuseppe Tornatore
Sling Blade;1996;1990s;USA;Drama;135;tt0117666;8.75;8;89065;nm0000671;Billy Bob Thornton
Nueve Reinas;2000;2000s;Argentina;Crime;114;tt0247586;8.5;7.9;50814;nm0081433;Fabián Bielinsky
Mommy;2014;2010s;Canada;Drama;139;tt3612616;7.75;8.1;52888;nm0230859;Xavier Dolan
Monster's Ball;2001;2000s;USA;Drama;111;tt0285742;7.5;7;85495;nm0286975;Marc Forster
Leaving Las Vegas;1995;1990s;USA;Drama;111;tt0113627;7.5;7.5;117467;nm0001214;Mike Figgis
The Princess Bride;1987;1980s;USA;Fantasy;98;tt0093779;8.25;8.1;403948;nm0001661;Rob Reiner
Cromwell;1970;1970s;UK;Historical;139;tt0065593;7.5;6.9;5429;nm0400731;Ken Hughes
Stand by Me;1986;1980s;USA;Drama;89;tt0092005;7.75;8.1;378072;nm0001661;Rob Reiner
La Grande Bouffe;1973;1970s;France;Drama;130;tt0070130;7.5;7.2;12648;nm0274659;Marco Ferreri
Il Deserto dei Tartari;1976;1970s;Italy;War;140;tt0074400;7.5;7.5;2098;nm0958801;Valerio Zurlini
The Cassandra Crossing;1976;1970s;UK;Thriller;129;tt0074292;7;6.4;8410;nm0181902;George P. Cosmatos
Only Yesterday;1991;1990s;Japan;Drama;118;tt0102587;7.75;7.6;29246;nm0847223;Isao Takahata
See no Evil;1971;1970s;UK;Thriller;88;tt0067727;7;6.7;3102;nm0281507;Richard Fleischer
Milano Calibro 9;1972;1970s;Italy;Crime;100;tt0067429;7.25;7.5;3700;nm0223964;Fernando Di Leo
Vengeance Is Mine;1979;1970s;Japan;Crime;140;tt0079182;8.5;7.8;6183;nm0408076;Shohei Imamura
Black Rain;1989;1980s;Japan;Drama;123;tt0097694;8;7.9;3205;nm0408076;Shohei Imamura
Departures;2008;2000s;Japan;Drama;130;tt1069238;9.25;8.1;50130;nm0847690;Yôjirô Takita
Jean de Florette;1986;1980s;France;Drama;120;tt0091288;8.25;8;24897;nm0001945;Claude Berri
Manon des sources;1986;1980s;France;Drama;113;tt0091480;8.25;8;21528;nm0001945;Claude Berri
Muddy River;1981;1980s;Japan;Drama;105;tt0082280;7.25;7.8;832;nm0644850;Kôhei Oguri
Tokyo Sonata;2008;2000s;Japan;Drama;120;tt0938341;7.75;7.5;9710;nm0475905;Kiyoshi Kurosawa
My Life as a Dog;1985;1980s;Sweden;Drama;101;tt0089606;7.75;7.6;20285;nm0002120;Lasse Hallström
Pelle the Conquerer;1987;1980s;Denmark;Drama;157;tt0093713;8;7.8;10661;nm0000806;Bille August
The Perks of Being a Wallflower;2012;2010s;USA;Drama;103;tt1659337;7.75;7.9;479634;nm0154716;Stephen Chbosky
Call Me by Your Name;2017;2010s;Italy;Drama;132;tt5726616;8;7.9;234354;nm0345174;Luca Guadagnino
'71;2014;2010s;UK;War;99;tt2614684;8;7.2;53505;nm1312919;Yann Demange
The Fighter;2010;2010s;USA;Drama;116;tt0964517;7.25;7.8;350607;nm0751102;David O. Russell
Peppermint Candy;1999;1990s;South Korea;Drama;129;tt0247613;7.5;7.7;8640;nm0496969;Chang-dong Lee
Kukushka;2002;2000s;Russia;War;99;tt0308476;7.25;7.8;7480;nm0737400;Aleksandr Rogozhkin
Mary and Max;2009;2000s;Australia;Drama;92;tt0978762;7.5;8.1;170138;nm0254178;Adam Elliot
Eureka;2000;2000s;Japan;Drama;217;tt0243889;7.5;7.8;3673;nm0031888;Shinji Aoyama
Love Exposure;2008;2000s;Japan;Drama;237;tt1128075;9.25;8.1;12871;nm0814469;Sion Sono
De Oost;2020;2020s;Netherlands;War;137;tt8639136;8;7;3677;nm2165987;Jim Taihuttu
God's Own Country;2017;2010s;UK;Drama;104;tt5635086;7.5;7.7;27839;nm0497274;Francis Lee
Candyman;1992;1990s;USA;Horror;99;tt0103919;7.5;6.7;80088;nm0741262;Bernard Rose
Cold Fish;2010;2010s;Japan;Horror;146;tt1632547;8.5;7.1;12235;nm0814469;Sion Sono
Germinal;1993;1990s;France;Drama;160;tt0107002;8;7.1;4995;nm0001945;Claude Berri
The Medusa Touch;1978;1970s;UK;Thriller;109;tt0077921;7.25;7;6269;nm0324995;Jack Gold
Picnic at Hanging Rock;1975;1970s;Australia;Drama;115;tt0073540;7.25;7.5;37735;nm0001837;Peter Weir
The Island;2006;2000s;Russia;Drama;112;tt0851577;8;7.9;11533;nm0526732;Pavel Lungin
Prisoner of the Mountains;1996;1990s;Russia;War;99;tt0116754;7.75;7.5;4390;nm0091076;Sergei Bodrov
Hunt for the Wilderpeople;2016;2010s;New Zealand;Comedy;101;tt4698684;8;7.9;120157;nm0169806;Taika Waititi
Contratiempo;2016;2010s;Spain;Crime;106;tt4857264;8;8.1;160201;nm1079062;Oriol Paulo
Mongol;2007;2000s;Russia;Historical;126;tt0416044;7.25;7.2;45658;nm0091076;Sergei Bodrov
Rabid Dogs;1974;1970s;Italy;Crime;96;tt0071275;7.25;7.5;4514;nm0000878;Mario Bava
Tremors;1990;1990s;USA;Horror;96;tt0100814;7.5;7.1;128512;nm0881038;Ron Underwood
The Sugarland Express;1974;1970s;USA;Crime;110;tt0072226;7.25;6.8;16360;nm0000229;Steven Spielberg
Framed;1975;1970s;USA;Crime;106;tt0073015;7.75;6.4;597;nm0439597;Phil Karlson
Amator;1979;1970s;Poland;Politics;112;tt0078763;8;7.9;6870;nm0001425;Krzysztof Kieslowski
Le Jeu;2018;2010s;France;Drama;90;tt7489816;7.75;6.8;13622;nm0146991;Fred Cavayé
Heavenly Creatures;1994;1990s;New Zealand;Drama;99;tt0110005;7.5;7.3;61894;nm0001392;Peter Jackson
The Invitation;2015;2010s;USA;Thriller;100;tt2400463;7.5;6.6;101746;nm0476201;Karyn Kusama
The Tracker;2002;2000s;Australia;Drama;90;tt0212132;7.75;7.4;2788;nm0208854;Rolf de Heer
'Breaker' Morant;1980;1980s;Australia;Historical;107;tt0080310;8.25;7.9;12985;nm0000915;Bruce Beresford
Gallipoli;1981;1980s;Australia;Historical;110;tt0082432;8;7.4;38433;nm0001837;Peter Weir
A Girl Walks Home Alone at Night;2014;2010s;Iran;Horror;101;tt2326554;7.75;7;33492;nm3235877;Ana Lily Amirpour
Near Dark;1987;1980s;USA;Horror;94;tt0093605;7.5;7;36372;nm0000941;Kathryn Bige⌈low
Under the Shadow;2016;2010s;Iran;Horror;84;tt4273292;7.75;6.9;26163;nm2035118;Babak Anvari
Lady Bird;2017;2010s;USA;Drama;94;tt4925292;8;7.4;261757;nm1950086;Greta Gerwig
Habit;1995;1990s;USA;Horror;112;tt0113241;7;7;1504;nm0275244;Larry Fessenden
The Artist;2011;2010s;France;Drama;100;tt1655442;7.5;7.9;236284;nm0371890;Michel Hazanavicius
The Favourite;2018;2010s;Ireland;Historical;119;tt5083738;8.25;7.5;185758;nm0487166;Yorgos Lanthimos
The Killing of a Sacred Deer;2017;2010s;Ireland;Horror;121;tt5715874;8.75;7;136504;nm0487166;Yorgos Lanthimos
Il Ladro di Bambini;1992;1990s;Italy;Drama;114;tt0104663;7.75;7.6;2621;nm0002167;Gianni Amelio
Timbuktu;2014;2010s;Mauritania;Drama;96;tt3409392;8.5;7.2;17045;nm0803066;Abderrahmane Sissako
La Grande Bellezza;2013;2010s;Italy;Drama;141;tt2358891;9;7.8;84881;nm0815204;Paolo Sorrentino
Il Postino;1994;1990s;Italy;Drama;108;tt0110877;8.25;7.7;35218;nm0705535;Michael Radford
Investigation of a Citizen above Suspicion;1970;1970s;Italy;Politics;115;tt0065889;8.75;8.1;10613;nm0677880;Elio Petri
The Peanut Butter Falcon;2019;2010s;USA;Comedy;97;tt4364194;7.25;7.6;83290;nm2436566;Tyler Nilson
The Other;1972;1970s;USA;Horror;108;tt0069050;7.5;6.9;6026;nm0612322;Robert Mulligan
Soleil Rouge;1971;1970s;France;Western;112;tt0067770;7.25;6.9;8933;nm0950109;Terence Young
The Night Strangler;1973;1970s;USA;Crime;88;tt0069002;7.5;7.5;3216;nm0193303;Dan Curtis
White Sun of the Desert;1970;1970s;Russia;Action;84;tt0066565;7.25;7.8;6961;nm0609594;Vladimir Motyl
Family Plot;1976;1970s;USA;Crime;120;tt0074512;7;6.8;22091;nm0000033;Alfred Hitchcock
Punishment Park;1971;1970s;USA;Politics;91;tt0067633;9;7.8;6769;nm0914386;Peter Watkins
Cria Corvos;1976;1970s;Spain;Drama;105;tt0074360;7;8;9831;nm0767022;Carlos Saura
Le Jouet;1976;1970s;France;Comedy;95;tt0074720;7.75;7.5;5057;nm0891554;Francis Veber
The Entity;1982;1980s;USA;Horror;125;tt0082334;8.25;6.7;15920;nm0002089;Sidney J. Furie
Il Caso Mattei;1972;1970s;Italy;Politics;116;tt0068346;8;7.6;1949;nm0742940;Francesco Rosi
Life of Pi;2012;2010s;USA;Drama;127;tt0454876;8.5;7.9;603431;nm0000487;Ang Lee
Fractured;2019;2010s;USA;Thriller;99;tt4332232;7.5;6.4;65895;nm0026442;Brad Anderson
Série Noire;1979;1970s;France;Crime;111;tt0079980;7.25;7.6;2880;nm0006734;Alain Corneau
Scum;1979;1970s;UK;Drama;98;tt0079871;8;7.6;11098;nm0164639;Alan Clarke
Face to Face;1976;1970s;Sweden;Drama;114;tt0074147;7.5;7.6;5272;nm0000005;Ingmar Bergman
The Liberation of LB Jones;1970;1970s;USA;Drama;102;tt0065979;8;6.8;858;nm0943758;William Wyler
La La Land;2016;2010s;USA;Musical;128;tt3783958;8;8;543494;nm3227090;Damien Chazelle
The Lodge;2019;2010s;UK;Horror;108;tt7347846;8.25;6.1;40366;nm3868633;Severin Fiala
Ofitsery;1971;1970s;Russia;War;96;tt0067517;8;7.7;1831;nm0737380;Vladimir Rogovoy
Wake in Fright;1971;1970s;Australia;Thriller;109;tt0067541;7.75;7.7;11665;nm0467646;Ted Kotcheff
The Silent Partner;1978;1970s;Canada;Crime;106;tt0078269;7.5;7.4;6103;nm0241174;Daryl Duke
The Enigma of Kaspar Hauser;1974;1970s;Germany;Drama;110;tt0071691;7.5;7.8;17281;nm0001348;Werner Herzog
Una Giornata Particolare;1977;1970s;Italy;Drama;106;tt0076085;9;8.1;13323;nm0778633;Ettore Scola
C'eravamo Tanto Amati;1974;1970s;Italy;Drama;124;tt0075793;8.75;8.1;6140;nm0778633;Ettore Scola
Alice in the Cities;1974;1970s;Germany;Drama;113;tt0069687;7;8;11145;nm0000694;Wim Wenders
Uomini Contro;1970;1970s;Italy;War;101;tt0066511;7.75;7.6;1593;nm0742940;Francesco Rosi
Strategia del Ragno;1970;1970s;Italy;Thriller;100;tt0066413;7;6.9;2719;nm0000934;Bernardo Bertolucci
Il Giardino dei Finzi Contini;1970;1970s;Italy;Historical;94;tt0065777;7.5;7.4;6583;nm0001120;Vittorio De Sica
All That Jazz;1979;1970s;USA;Musical;123;tt0078754;8;7.9;30112;nm0002080;Bob Fosse
The Chant of Jimmie Blacksmith;1978;1970s;Australia;Historical;122;tt0077318;7.75;7.3;2108;nm0770961;Fred Schepisi
Fox and his Friends;1975;1970s;Germany;Drama;123;tt0072976;7.75;7.7;5792;nm0001202;Rainer Werner Fassbinder
Profondo Rosso;1975;1970s;Italy;Thriller;127;tt0073582;7.75;7.6;36046;nm0000783;Dario Argento
L'histoire de Adèle H.;1975;1970s;France;Drama;96;tt0073114;7.5;7.3;7949;nm0000076;François Truffaut
Coming Home;1978;1970s;USA;Drama;127;tt0077362;7.75;7.3;13185;nm0000797;Hal Ashby
The King of Comedy;1982;1980s;USA;Crime;109;tt0085794;8.5;7.8;97395;nm0000217;Martin Scorsese
Big Jake;1971;1970s;USA;Western;110;tt0066831;7;7.1;12405;nm0792450;George Sherman
The Wishing Tree;1976;1970s;Russia;Drama;107;tt0075963;8;8.3;1618;nm0002156;Tengiz Abuladze
L'argent de Poche;1976;1970s;France;Drama;104;tt0074152;7.25;7.7;5729;nm0000076;François Truffaut
L'enfant Sauvage;1970;1970s;France;Drama;83;tt0064285;7.5;7.5;8082;nm0000076;François Truffaut
Ouija: Origin of Evil;2016;2010s;USA;Horror;99;tt4361050;7.5;6.2;59415;nm1093039;Mike Flanagan
