Title;Year;Country;Genre;IMDB;Score;directors;primaryName
The Big Short;2015;USA;Politics;tt1596363;7.5;nm0570912;Adam McKay
The Visit;2015;USA;Horror;tt3567288;7;nm0796117;M. Night Shyamalan
The Walk;2015;USA;Historical;tt3488710;7.75;nm0000709;Robert Zemeckis
Macbeth;2015;USA;Historical;tt2884018;7;nm0997291;Justin Kurzel
El Abrazo de la Serpiente;2015;Colombia;Historical;tt4285496;7;nm1458734;Ciro Guerra
Sicario;2015;USA;Drama;tt3397884;7.5;nm0898288;Denis Villeneuve
Green Room;2015;USA;Horror;tt4062536;7.5;nm1099918;Jeremy Saulnier
Land of Mine;2015;USA;War;tt3841424;7;nm1324710;Martin Zandvliet
The Revenant;2015;USA;Drama;tt1663202;8;nm0327944;Alejandro G. Iñárritu
Bone Tomahawk;2015;USA;Horror;tt2494362;8.25;nm0951975;S. Craig Zahler
The Hateful Eight;2015;USA;Western;tt3460252;8;nm0000233;Quentin Tarantino
The Witch;2015;USA;Horror;tt4263482;9;nm3211470;Robert Eggers
Creed;2015;USA;Drama;tt3076658;7.5;nm3363032;Ryan Coogler
Son of Saul;2015;Hungary;War;tt3808342;7.5;nm1841577;László Nemes
Room;2015;USA;Thriller;tt3170832;8.25;nm1049433;Lenny Abrahamson
Mad Max: Fury Road;2015;USA;Dystopia;tt1392190;9.5;nm0004306;George Miller
Gone Girl;2014;USA;Thriller;tt2267998;7.5;nm0000399;David Fincher
Still Alice;2014;USA;Drama;tt3316960;7;nm0322144;Richard Glatzer
White Christmas;2014;UK;SciFi;tt3973198;9;nm3393440;Carl Tibbetts
Boyhood;2014;USA;Drama;tt1065073;7.5;nm0000500;Richard Linklater
Interstellar;2014;USA;SciFi;tt0816692;8.25;nm0634240;Christopher Nolan
Leviathan;2014;Russia;Drama;tt2802154;7.25;nm1168657;Andrey Zvyagintsev
Mr Turner;2014;UK;Historical;tt2473794;7;nm0005139;Mike Leigh
The Raid 2. Berandal;2014;Indonesia;Action;tt2265171;8;nm2153088;Gareth Evans
Rosewater;2014;USA;Politics;tt2752688;7.5;nm0829537;Jon Stewart
Nightcrawler;2014;USA;Thriller;tt2872718;7.5;nm0319659;Dan Gilroy
Guardians of the Galaxy;2014;USA;Action;tt2015381;8;nm0348181;James Gunn
Calvary;2014;Ireland;Politics;tt2234003;8.25;nm0567620;John Michael McDonagh
The Grand Budapest Hotel;2014;Germany;Comedy;tt2278388;8.25;nm0027572;Wes Anderson
Dawn of the Planet of the Apes;2014;USA;SciFi;tt2103281;8;nm0716257;Matt Reeves
Birdman;2014;USA;Drama;tt2562232;7.5;nm0327944;Alejandro G. Iñárritu
John Wick;2014;USA;Action;tt2911666;8.5;nm0821432;Chad Stahelski
The Babadook;2014;Australia;Horror;tt2321549;8.5;nm0448768;Jennifer Kent
Predestination;2014;Australia;SciFi;tt2397535;7.5;nm1294961;Michael Spierig
Song of the Sea;2014;Ireland;Fantasy;tt1865505;8;nm1119079;Tomm Moore
Ex Machina;2014;USA;SciFi;tt0470752;8.5;nm0307497;Alex Garland
It Follows;2014;USA;Horror;tt3235888;8.75;nm1379002;David Robert Mitchell
Gravity;2013;USA;Action;tt1454468;8;nm0190859;Alfonso Cuarón
The Wolf of Wall Street;2013;USA;Crime;tt0993846;7;nm0000217;Martin Scorsese
Under the Skin;2013;UK;Horror;tt1441395;7.5;nm0322242;Jonathan Glazer
Enemy;2013;Canada;Drama;tt2316411;8;nm0898288;Denis Villeneuve
Inside Llewyn Davis;2013;USA;Musical;tt2042568;7.5;nm0001054.nm0001053;Cohen Brothers
12 Years a Slave;2013;USA;Drama;tt2024544;8;nm2588606;Steve McQueen
Her;2013;USA;SciFi;tt1798709;9;nm0005069;Spike Jonze
The Conjuring;2013;USA;Horror;tt1457767;7.5;nm1490123;James Wan
Pacific Rim;2013;USA;Action;tt1663662;7.5;nm0868219;Guillermo del Toro
Before Midnight;2013;USA;Drama;tt2209418;7.25;nm0000500;Richard Linklater
Oculus;2013;USA;Horror;tt2388715;7.5;nm1093039;Mike Flanagan
Prisoners;2013;USA;Thriller;tt1392214;7.75;nm0898288;Denis Villeneuve
Stoker;2013;USA;Thriller;tt1682180;7.75;nm0661791;Chan-wook Park
All is Lost;2013;USA;Thriller;tt2017038;7.75;nm1170855;J.C. Chandor
Snowpiercer;2013;South Korea;Politics;tt1706620;8.5;nm0094435;Bong Joon Ho
Sinsegye, New World;2013;South Korea;Drama;tt2625030;8.5;nm4219902;Hoon-jung Park
Patema Inverted;2013;Japan;SciFi;tt2981768;8.5;nm3602074;Yasuhiro Yoshiura
Universal Soldier. Day of Reckoning;2012;USA;Action;tt1659343;7;nm0404882;John Hyams
Killing Them Softly;2012;USA;Horror;tt1764234;7;nm0231596;Andrew Dominik
Chronicle;2012;USA;SciFi;tt1706593;7;nm2503633;Josh Trank
Cloud Atlas;2012;USA;Drama;tt1371111;8;nm0905152.nm0905154;Wachowski Brothers
Dredd;2012;USA;SciFi;tt1343727;7.5;nm0871428;Pete Travis
Moonrise Kingdom;2012;USA;Comedy;tt1748122;7.25;nm0027572;Wes Anderson
Jagten, The Hunt;2012;Denmark;Drama;tt2106476;8;nm0899121;Thomas Vinterberg
Maniac;2012;France;Horror;tt2103217;7.75;nm0451076;Franck Khalfoun
Django Unchained;2012;USA;Western;tt1853728;7.5;nm0000233;Quentin Tarantino
The Master;2012;USA;Drama;tt1560747;7.75;nm0000759;Paul Thomas Anderson
An Unexpected Journey;2012;USA;Fantasy;tt0903624;7;nm0001392;Peter Jackson
Amour;2012;France;Drama;tt1602620;8;nm0359734;Michael Haneke
Looper;2012;USA;SciFi;tt1276104;8.5;nm0426059;Rian Johnson
Pieta;2012;South Korea;Drama;tt2299842;8.5;nm1104118;Ki-duk Kim
Hugo;2011;USA;Drama;tt0970179;7;nm0000217;Martin Scorsese
God Bless America;2011;USA;Comedy;tt1912398;7.25;nm0001281;Bobcat Goldthwait
The Thing;2011;USA;Horror;tt0905372;7;nm0374048;Matthijs van Heijningen
Once Upon a Time in Anatolia;2011;Turkey;Crime;tt1827487;7.5;nm0149196;Nuri Bilge Ceylan
Margin Call;2011;USA;Thriller;tt1615147;7;nm1170855;J.C. Chandor
Carnage;2011;France;Drama;tt1692486;7;nm0000591;Roman Polanski
We Need to Talk About Kevin;2011;USA;Thriller;tt1242460;8;nm0708903;Lynne Ramsay
Contagion;2011;USA;Thriller;tt1598778;7.75;nm0001752;Steven Soderbergh
La Piel que Habito;2011;Spain;Thriller;tt1189073;7.75;nm0000264;Pedro Almodóvar
Melancholia;2011;Denmark;Drama;tt1527186;8;nm0001885;Lars von Trier
Midnight in Paris;2011;France;Comedy;tt1605783;7.5;nm0000095;Woody Allen
Intouchables;2011;France;Drama;tt1675434;8;nm0619923;Olivier Nakache
Killer Joe;2011;USA;Thriller;tt1726669;8;nm0001243;William Friedkin
Hara-Kiri;2011;Japan;Samurai;tt1728196;9;nm0586281;Takashi Miike
Drive;2011;USA;Action;tt0780504;7.75;nm0716347;Nicolas Winding Refn
The Cabin in the Woods;2011;USA;Horror;tt1259521;7.5;nm1206844;Drew Goddard
Rise of the Planet of the Apes;2011;USA;SciFi;tt1318514;7.5;nm1012501;Rupert Wyatt
The Grey;2011;USA;Thriller;tt1601913;8.5;nm0138620;Joe Carnahan
Super 8;2011;USA;SciFi;tt1650062;7;nm0009190;J.J. Abrams
The Raid;2011;Indonesia;Action;tt1899353;8.5;nm2153088;Gareth Evans
Tinker Tailor Soldier Spy;2011;UK;Politics;tt1340800;8.75;nm0019247;Tomas Alfredson
Thurgood;2011;USA;Historical;tt1844811;8.75;nm0828623;Michael Stevens
Shutter Island;2010;USA;Drama;tt1130884;7;nm0000217;Martin Scorsese
Kick-Ass;2010;USA;Action;tt1250777;7.5;nm0891216;Matthew Vaughn
The Social Network;2010;USA;Drama;tt1285016;7.25;nm0000399;David Fincher
Insidious;2010;USA;Horror;tt1591095;7.25;nm1490123;James Wan
Inception;2010;USA;Thriller;tt1375666;7.5;nm0634240;Christopher Nolan
Predators;2010;USA;Horror;tt1424381;7;nm0030735;Nimród Antal
Outrage;2010;Japan;Thriller;tt1462667;7;nm0001429;Takeshi Kitano
127 Hours;2010;USA;Thriller;tt1542344;7;nm0000965;Danny Boyle
The Town;2010;USA;Crime;tt0840361;7;nm0000255;Ben Affleck
Meek's Cutoff;2010;USA;Western;tt1518812;7;nm0716980;Kelly Reichardt
Black Swan;2010;USA;Horror;tt0947798;8;nm0004716;Darren Aronofsky
Man from Nowhere;2010;South Korea;Action;tt1527788;7.25;nm2556572;Jeong-beom Lee
Confessions aka Kokuhaku;2010;Japan;Drama;tt1590089;8;nm0620363;Tetsuya Nakashima
13 Assassins;2010;Japan;Samurai;tt1436045;8;nm0586281;Takashi Miike
I Saw the Devil;2010;South Korea;Thriller;tt1588170;8.25;nm0453518;Jee-woon Kim
The Killer Inside Me;2010;USA;Horror;tt0954947;7.5;nm0935863;Michael Winterbottom
L'illusionniste;2010;France;Drama;tt0775489;7;nm0158984;Sylvain Chomet
Unthinkable;2010;USA;Politics;tt0914863;7.5;nm0429964;Gregor Jordan
Incendies;2010;Canada;Politics;tt1255953;8.75;nm0898288;Denis Villeneuve
Triangle;2009;UK;Horror;tt1187064;7;nm1247462;Christopher Smith
The Road;2009;USA;Dystopia;tt0898367;8;nm0384825;John Hillcoat
Valhalla Rising;2009;Denmark;Historical;tt0862467;8;nm0716347;Nicolas Winding Refn
Mother;2009;South Korea;Drama;tt1216496;9;nm0094435;Bong Joon Ho
Antichrist;2009;USA;Drama;tt0870984;7.5;nm0001885;Lars von Trier
District 9;2009;South Africa;SciFi;tt1136608;7.5;nm0088955;Neill Blomkamp
The White Ribbon;2009;USA;Drama;tt1149362;7.5;nm0359734;Michael Haneke
Watchmen;2009;USA;Dystopia;tt0409459;8.5;nm0811583;Zack Snyder
Moon;2009;USA;SciFi;tt1182345;8.5;nm1512910;Duncan Jones
Inglourious Basterds;2009;USA;War;tt0361748;8.5;nm0000233;Quentin Tarantino
Gran Torino;2008;USA;Drama;tt1205489;7.5;nm0000142;Clint Eastwood
Der Baader Meinhof Komplex;2008;Germany;Politics;tt0765432;7.5;nm0248942;Uli Edel
Ip Man;2008;Hong Kong;Action;tt1220719;7;nm0948159;Wilson Yip
Slumdog Millionaire;2008;India;Drama;tt1010048;7.75;nm0000965;Danny Boyle
Taken;2008;USA;Action;tt0936501;7;nm0603628;Pierre Morel
The Dark Knight;2008;USA;Action;tt0468569;7.75;nm0634240;Christopher Nolan
Martyrs;2008;France;Horror;tt1029234;8;nm1052791;Pascal Laugier
Let the Right One In;2008;Sweden;Horror;tt1139797;8;nm0019247;Tomas Alfredson
Die Welle;2008;Germany;Politics;tt1063669;7.5;nm0304541;Dennis Gansel
Adam Resurrected;2008;Germany;Drama;tt0479341;7.5;nm0001707;Paul Schrader
In Bruges;2008;UK;Crime;tt0780536;7.75;nm1732981;Martin McDonagh
Changeling;2008;USA;Drama;tt0824747;7.25;nm0000142;Clint Eastwood
Nordwand;2008;Germany;Historical;tt0844457;7.75;nm0836715;Philipp Stölzl
Synecdoche, New York;2008;USA;Drama;tt0383028;7.5;nm0442109;Charlie Kaufman
Cloverfield;2008;USA;Horror;tt1060277;8.25;nm0716257;Matt Reeves
Happy-Go-Lucky;2008;UK;Comedy;tt1045670;7;nm0005139;Mike Leigh
Entre les Murs;2008;France;Drama;tt1068646;7.5;nm0134559;Laurent Cantet
Bronson;2008;UK;Drama;tt1172570;8.5;nm0716347;Nicolas Winding Refn
Doubt;2008;USA;Politics;tt0918927;8.5;nm0788234;John Patrick Shanley
Hunger;2008;Ireland;Politics;tt0986233;8.5;nm2588606;Steve McQueen
The Wrestler;2008;USA;Drama;tt1125849;9;nm0004716;Darren Aronofsky
The Diving Bell and the Butterfly;2007;France;Drama;tt0401383;7;nm0773603;Julian Schnabel
4 Months, 3 Weeks and 2 Days;2007;Romania;Drama;tt1032846;7.5;nm0612816;Cristian Mungiu
Persepolis;2007;France;Drama;tt0808417;8;nm1749112;Vincent Paronnaud
The Kite Runner;2007;USA;Drama;tt0419887;7;nm0286975;Marc Forster
Rescue Dawn;2007;USA;Drama;tt0462504;7;nm0001348;Werner Herzog
28 Weeks Later;2007;USA;Horror;tt0463854;7;nm0294379;Juan Carlos Fresnadillo
À l'intérieur;2007;France;Horror;tt0856288;7.5;nm2376614;Alexandre Bustillo
Eastern Promises;2007;UK;Crime;tt0765443;7.75;nm0000343;David Cronenberg
[Rec];2007;Spain;Horror;tt1038988;8;nm0687042.nm0049371;Jaume Balagueró
Tropa de Elite;2007;Brazil;Thriller;tt0861739;7.75;nm0655683;José Padilha
Shoot 'Em Up;2007;USA;Action;tt0465602;7.5;nm0205157;Michael Davis
Los cronocrímenes (Timecrimes);2007;Spain;SciFi;tt0480669;8;nm1443023;Nacho Vigalondo
Secret Sunshine;2007;South Korea;Drama;tt0817225;8;nm0496969;Chang-dong Lee
The Assassination of Jesse James;2007;USA;Western;tt0443680;10;nm0231596;Andrew Dominik
Sunshine;2007;UK;SciFi;tt0448134;7.5;nm0000965;Danny Boyle
The Darjeeling Limited;2007;USA;Comedy;tt0838221;7.75;nm0027572;Wes Anderson
Once;2007;Ireland;Drama;tt0907657;8.25;nm0138809;John Carney
Zodiac;2007;USA;Thriller;tt0443706;8.25;nm0000399;David Fincher
The Mist;2007;USA;Horror;tt0884328;8.5;nm0001104;Frank Darabont
No Country for Old Men;2007;USA;Drama;tt0477348;8.75;nm0001054.nm0001053;Cohen Brothers
There Will Be Blood;2007;USA;Drama;tt0469494;8.75;nm0000759;Paul Thomas Anderson
Little Miss Sunshine;2006;USA;Comedy;tt0449059;7.5;nm0206760;Jonathan Dayton
The Prestige;2006;USA;Thriller;tt0482571;7;nm0634240;Christopher Nolan
Blood Diamond;2006;USA;Thriller;tt0450259;7.5;nm0001880;Edward Zwick
Zwartboek, Black Book;2006;Netherlands;War;tt0389557;7.5;nm0000682;Paul Verhoeven
Babel;2006;USA;Drama;tt0449467;7.25;nm0327944;Alejandro G. Iñárritu
This is England;2006;UK;Drama;tt0480025;8;nm0276349;Shane Meadows
The Fall;2006;USA;Fantasy;tt0460791;7;nm0802248;Tarsem Singh
12:08 East of Bucharest;2006;Romania;Comedy;tt0809407;7;nm1717949;Corneliu Porumboiu
The Host;2006;South Korea;Horror;tt0468492;8;nm0094435;Bong Joon Ho
Inside Man;2006;USA;Thriller;tt0454848;7.25;nm0000490;Spike Lee
Shi Gan (Time);2006;South Korea;Drama;tt0497986;8;nm1104118;Ki-duk Kim
Volver;2006;Spain;Drama;tt0441909;8;nm0000264;Pedro Almodóvar
Apocalypto;2006;USA;Historical;tt0472043;9;nm0000154;Mel Gibson
Miami Vice;2006;USA;Action;tt0430357;7.75;nm0000520;Michael Mann
El laberinto del fauno;2006;Spain;Fantasy;tt0457430;7.75;nm0868219;Guillermo del Toro
The Departed;2006;USA;Thriller;tt0407887;8;nm0000217;Martin Scorsese
Letters from Iwo Jima;2006;USA;War;tt0498380;8;nm0000142;Clint Eastwood
The Lives of Others;2006;Germany;Politics;tt0405094;8.5;nm0003697;Florian Donnersmarck
The Fountain;2006;USA;SciFi;tt0414993;8.5;nm0004716;Darren Aronofsky
The Last King of Scotland;2006;UK;Historical;tt0455590;7.5;nm0531817;Kevin Macdonald
Children of Men;2006;USA;Dystopia;tt0206634;9.5;nm0190859;Alfonso Cuarón
Un Long Dimanche;2004;France;Drama;tt0344510;7.5;nm0000466;Jean-Pierre Jeunet
3-Iron;2004;South Korea;Drama;tt0423866;8.25;nm1104118;Ki-duk Kim
Kung Fu Hustle;2004;Hong Kong;Comedy;tt0373074;7.5;nm0159507;Stephen Chow
Primer;2004;USA;SciFi;tt0390384;7.25;nm1503403;Shane Carruth
Love and Honor;2006;Japan;Samurai;tt0483578;8;nm0945282;Yôji Yamada
The Exorcism of Emily Rose;2005;USA;Horror;tt0404032;7;nm0220600;Scott Derrickson
War of the Worlds;2005;USA;SciFi;tt0407304;7.5;nm0000229;Steven Spielberg
Jarhead;2005;USA;War;tt0418763;7;nm0005222;Sam Mendes
A History of Violence;2005;Canada;Thriller;tt0399146;7.5;nm0000343;David Cronenberg
The Proposition;2005;Australia;Western;tt0421238;7;nm0384825;John Hillcoat
Match Point;2005;UK;Thriller;tt0416320;7.5;nm0000095;Woody Allen
A Bittersweet Life;2005;South Korea;Thriller;tt0456912;7;nm0453518;Jee-woon Kim
Sin City;2005;USA;Action;tt0401792;7;nm0001675;Robert Rodriguez
Syriana;2005;USA;Thriller;tt0365737;7;nm0300866;Stephen Gaghan
Munich;2005;USA;Thriller;tt0408306;8;nm0000229;Steven Spielberg
13 Tzameti;2005;France;Horror;tt0475169;8;nm1201875;Géla Babluani
The New World;2005;USA;Historical;tt0402399;9;nm0000517;Terrence Malick
King Kong;2005;USA;Action;tt0360717;7.5;nm0001392;Peter Jackson
Alice;2005;Portugal;Drama;tt0459072;8;nm0554076;Marco Martins
Caché;2005;Germany;Thriller;tt0387898;7.5;nm0359734;Michael Haneke
Wolf Creek;2005;Australia;Horror;tt0416315;7.5;nm0572562;Greg McLean
Gang Street Hooligans;2005;USA;Thriller;tt0385002;7.75;nm0591994;Lexi Alexander
Kingdom of Heaven, Director's Cut;2005;USA;Historical;tt0320661;8.25;nm0000631;Ridley Scott
The Descent;2005;USA;Horror;tt0435625;8.5;nm0551076;Neil Marshall
V for Vendetta;2005;USA;Dystopia;tt0434409;8.75;nm0574625;James McTeigue
Good Night, and Good Luck;2005;USA;Politics;tt0433383;9.25;nm0000123;George Clooney
Lady Vengeance;2005;South Korea;Thriller;tt0451094;9.5;nm0661791;Chan-wook Park
Taking Lives;2004;USA;Thriller;tt0364045;7;nm0142286;D.J. Caruso
Suspect Zero;2004;USA;Thriller;tt0324127;7;nm0580729;E. Elias Merhige
The Libertine;2004;USA;Historical;tt0375920;8;nm1461380;Laurence Dunmore
Before Sunset;2004;USA;Drama;tt0381681;7.75;nm0000500;Richard Linklater
The Life Aquatic with Steve Zissou;2004;USA;Comedy;tt0362270;8;nm0027572;Wes Anderson
Saw;2004;USA;Horror;tt0387564;8;nm1490123;James Wan
The Village;2004;USA;Horror;tt0368447;8;nm0796117;M. Night Shyamalan
The Passion of the Christ;2004;USA;Historical;tt0335345;9;nm0000154;Mel Gibson
Troy;2004;USA;Historical;tt0332452;7.75;nm0000583;Wolfgang Petersen
Collateral;2004;USA;Action;tt0369339;7.5;nm0000520;Michael Mann
Shaun of the Dead;2004;UK;Comedy;tt0365748;7.5;nm0942367;Edgar Wright
The Machinist;2004;Spain;Thriller;tt0361862;7.5;nm0026442;Brad Anderson
La Mala Educación;2004;Spain;Drama;tt0275491;7.5;nm0000264;Pedro Almodóvar
Million Dollar Baby;2004;USA;Drama;tt0405159;7.75;nm0000142;Clint Eastwood
Mar Adentro;2004;Spain;Drama;tt0369702;8;nm0024622;Alejandro Amenábar
Eternal Sunshine of the Spotless Mind;2004;USA;SciFi;tt0338013;8.5;nm0327273;Michel Gondry
Vera Drake;2004;UK;Drama;tt0383694;8.75;nm0005139;Mike Leigh
Kill Bill vol.2;2004;USA;Action;tt0378194;8.75;nm0000233;Quentin Tarantino
Der Untergang;2004;Germany;War;tt0363163;9.25;nm0386570;Oliver Hirschbiegel
Haute tension;2003;France;Horror;tt0338095;7;nm0014960;Alexandre Aja
Finding Nemo;2003;USA;Comedy;tt0266543;7.25;nm0004056;Andrew Stanton
Lost in Translation;2003;USA;Drama;tt0335266;7;nm0001068;Sofia Coppola
A Tale of Two Sisters;2003;USA;Horror;tt0365376;7;nm0453518;Jee-woon Kim
21 Grams;2003;USA;Drama;tt0315733;8;nm0327944;Alejandro G. Iñárritu
Master and Commander;2003;USA;Historical;tt0311113;9;nm0001837;Peter Weir
Ong-Bak;2003;Thailand;Action;tt0368909;8;nm1272773;Prachya Pinkaew
Matrix Revolutions;2003;USA;SciFi;tt0242653;7.25;nm0905152.nm0905154;Wachowski Brothers
Dogville;2003;Denmark;Drama;tt0276919;7;nm0001885;Lars von Trier
Matrix Reloaded;2003;USA;SciFi;tt0234215;7.5;nm0905152.nm0905154;Wachowski Brothers
Os Imortais;2003;Portugal;Crime;tt0367878;7.5;nm0890367;António-Pedro Vasconcelos
Zatôichi;2003;Japan;Samurai;tt0363226;8.25;nm0001429;Takeshi Kitano
Pirates of the Caribbean;2003;USA;Fantasy;tt0325980;8;nm0893659;Gore Verbinski
Mystic River;2003;USA;Thriller;tt0327056;7.5;nm0000142;Clint Eastwood
Good Bye Lenin!;2003;Germany;Comedy;tt0301357;7.75;nm0065615;Wolfgang Becker
Les Triplettes de Belleville;2003;France;Comedy;tt0286244;7.25;nm0158984;Sylvain Chomet
The Return;2003;Russia;Drama;tt0376968;8;nm1168657;Andrey Zvyagintsev
Spring Summer Fall Winter... and Spring;2003;South Korea;Drama;tt0374546;8.25;nm1104118;Ki-duk Kim
The Return of the King;2003;USA;Fantasy;tt0167260;8.75;nm0001392;Peter Jackson
Old Boy;2003;South Korea;Thriller;tt0364569;8.5;nm0661791;Chan-wook Park
Kill Bill vol.1;2003;USA;Action;tt0266697;8.75;nm0000233;Quentin Tarantino
Punch-Drunk Love;2002;USA;Drama;tt0272338;7;nm0000759;Paul Thomas Anderson
Spider;2002;Canada;Drama;tt0278731;7;nm0000343;David Cronenberg
Insomnia;2002;USA;Thriller;tt0278504;7;nm0634240;Christopher Nolan
28 Days Later;2002;USA;Horror;tt0289043;7;nm0000965;Danny Boyle
Hero;2002;China;Action;tt0299977;8;nm0955443;Yimou Zhang
The Twilight Samurai;2002;Japan;Samurai;tt0351817;8;nm0945282;Yôji Yamada
Infernal Affairs;2002;Hong Kong;Crime;tt0338564;8;nm0538320;Alan Mak
Hable con ella;2002;Spain;Drama;tt0287467;9;nm0000264;Pedro Almodóvar
Equilibrium;2002;USA;Dystopia;tt0238380;7;nm0934483;Kurt Wimmer
Minority Report;2002;USA;SciFi;tt0181689;7.25;nm0000229;Steven Spielberg
The Pianist;2002;UK;Drama;tt0253474;8;nm0000591;Roman Polanski
The Two Towers;2002;USA;Fantasy;tt0167261;8.25;nm0001392;Peter Jackson
25th Hour;2002;USA;Drama;tt0307901;7.75;nm0000490;Spike Lee
Dog Soldiers;2002;UK;Horror;tt0280609;7;nm0551076;Neil Marshall
Gangs of New York;2002;USA;Drama;tt0217505;8.25;nm0000217;Martin Scorsese
Dirty Pretty things;2002;UK;Thriller;tt0301199;7.25;nm0001241;Stephen Frears
Oasis;2002;South Korea;Drama;tt0320193;8.25;nm0496969;Chang-dong Lee
Cidade de Deus;2002;Brazil;Drama;tt0317248;8.5;nm0576987;Fernando Meirelles
Irréversible;2002;France;Drama;tt0290673;8.5;nm0637615;Gaspar Noé
Sympathy for Mr.Vengeance;2002;South Korea;Thriller;tt0310775;8.75;nm0661791;Chan-wook Park
Artificial Intelligence;2001;USA;SciFi;tt0212720;7;nm0000229;Steven Spielberg
Training Day;2001;USA;Crime;tt0139654;7.25;nm0298807;Antoine Fuqua
Donnie Darko;2001;USA;Drama;tt0246578;7.5;nm0446819;Richard Kelly
La Stanza del Figlio;2001;Italy;Drama;tt0208990;7.5;nm0604335;Nanni Moretti
Ichi the Killer;2001;Japan;Action;tt0296042;8;nm0586281;Takashi Miike
Conspiracy;2001;USA;Thriller;tt0266425;8;nm0682757;Frank Pierson
Das Experiment;2001;Germany;Politics;tt0250258;8;nm0386570;Oliver Hirschbiegel
Y tu mama tambien;2001;Mexico;Drama;tt0245574;8;nm0190859;Alfonso Cuarón
Moulin Rouge!;2001;USA;Musical;tt0203009;7.5;nm0525303;Baz Luhrmann
The Fellowship of the Ring;2001;USA;Fantasy;tt0120737;9;nm0001392;Peter Jackson
Invincible;2001;UK;Drama;tt0245171;7.5;nm0001348;Werner Herzog
Mulholland Dr.;2001;USA;Drama;tt0166924;8.25;nm0000186;David Lynch
The Others;2001;USA;Horror;tt0230600;8.25;nm0024622;Alejandro Amenábar
Enemy at the Gates;2001;Ireland;War;tt0215750;8.5;nm0000269;Jean-Jacques Annaud
Le fabuleux destin d'Amélie Poulain;2001;France;Comedy;tt0211915;9.75;nm0000466;Jean-Pierre Jeunet
Requiem for a Dream;2000;USA;Drama;tt0180093;7.5;nm0004716;Darren Aronofsky
Castaway;2000;USA;Drama;tt0162222;7.5;nm0000709;Robert Zemeckis
Battle Royale;2000;Japan;Dystopia;tt0266308;7.75;nm0297935;Kinji Fukasaku
The Cell;2000;USA;Fantasy;tt0209958;7;nm0802248;Tarsem Singh
American Psycho;2000;USA;Horror;tt0144084;7;nm0366004;Mary Harron
Unbreakable;2000;USA;Thriller;tt0217869;8.25;nm0796117;M. Night Shyamalan
Brother;2000;Japan;Crime;tt0222851;8;nm0001429;Takeshi Kitano
Snatch;2000;UK;Crime;tt0208092;7.5;nm0005363;Guy Ritchie
Pitch Black;2000;USA;SciFi;tt0134847;7.75;nm0878638;David Twohy
Memento;2000;USA;SciFi;tt0209144;8.5;nm0634240;Christopher Nolan
Gladiator;2000;USA;Historical;tt0172495;8;nm0000631;Ridley Scott
Crouching Tiger, Hidden Dragon;2000;China;Action;tt0190332;8.5;nm0000487;Ang Lee
JSA;2000;South Korea;Thriller;tt0260991;8;nm0661791;Chan-wook Park
Amores Perros;2000;Mexico;Drama;tt0245712;9.25;nm0327944;Alejandro G. Iñárritu
The Limey;1999;USA;Thriller;tt0165854;7;nm0001752;Steven Soderbergh
Molokh;1999;Russia;Drama;tt0199777;7.5;nm0812546;Aleksandr Sokurov
Boys don't Cry;1999;USA;Drama;tt0171804;7.5;nm0005303;Kimberly Peirce
Arlington Road;1999;USA;Thriller;tt0137363;7.5;nm0671210;Mark Pellington
The Green Mile;1999;USA;Drama;tt0120689;7.75;nm0001104;Frank Darabont
The Blair Witch Project;1999;USA;Horror;tt0185937;7.75;nm0617130;Daniel Myrick
Audition;1999;Japan;Horror;tt0235198;7.5;nm0586281;Takashi Miike
Magnolia;1999;USA;Drama;tt0175880;8.5;nm0000759;Paul Thomas Anderson
Fight Club;1999;USA;Thriller;tt0137523;9.25;nm0000399;David Fincher
Man on the Moon;1999;USA;Drama;tt0125664;9;nm0001232;Milos Forman
Any Given Sunday;1999;USA;Drama;tt0146838;7.25;nm0000231;Oliver Stone
Ghost Dog;1999;USA;Drama;tt0165798;7.25;nm0000464;Jim Jarmusch
